concept,label
harbingerOfRevelation,harbinger of revelation
liberationFromNegativeAndRegressiveForces,liberation from negative and regressive forces
loveSicknessAsOneOfTheThreeSenselessCreaturesOfChineseBuddhism,love-sickness as one of the Three Senseless Creatures of Chinese Buddhism
meansOfGainingImmortality,means of gaining immortality
officialSuccess,official success
reincarnatedHumanSouls,reincarnated human souls
reunionOfTheBodyWithTheEarthAndTheSoulWithTheSpirit,reunion of the body with the earth and the soul with the spirit
sacredToArtemisDianaAthenaMinervaAphroditeVenusApollo,"sacred to Artemis/Diana, Athena/Minerva, Aphrodite/Venus, Apollo"
sacredToIsisAtPhocis,sacred to Isis at Phocis
steedOfVayu,steed of Vayu
supernaturalAnimalOfTheFairyWorld,supernatural animal of the fairy world
theUnseenAspectOfLife,the unseen aspect of life
unleashesAscensionalPowersOfTheSpirit,unleashes ascensional powers of the spirit
dematerialization,dematerialization
fleetness,fleetness
archaism,archaism
christAlthoughSometimesConsideredTheDevilSPlant,Christ (although sometimes considered the devil’s plant)
colonizers,colonizers
ancientKnowledge,ancient knowledge
favoredByPixies,favored by pixies
hatedByWitchesAndEvilSpirits,hated by witches and evil spirits
punishmentForDisobedienceToGod,punishment for disobedience to God
solitaryHumility,solitary humility
frustration,frustration
lackOfIntellectualWill,lack of intellectual will
restlessness,restlessness
artlessness,artlessness
emotionality,emotionality
flutePlaying,flute-playing
instinctiveness,instinctiveness
mentalPerception,mental perception
personificationOfStagesInTheDevelopmentOfTheSpirit,personification of stages in the development of the spirit
processesOfAdaptationToTheRealWorldAndAcceptanceOfTheTrueSelf,processes of adaptation to the real world and acceptance of the true self
supraNormalPowersOfTheHumanSoul,supra-normal powers of the human soul
thatWhichDivertsManFromSpiritualProgress,that which diverts man from spiritual progress
theInversionOfTheVirginMary,the inversion of the Virgin Mary
theMaterialAndFormalAspectOfLife,the material and formal aspect of life
dramaticTragedy,dramatic tragedy
theMotherOfAllThings,the mother of all things
theMotherOfAllThings,the Mother of All Things
vairocana,Vairocana
loki,Loki
revelry,revelry
generativePower,generative power
abodeOfTheBlessed,abode of the blessed
abodeOfTheBlessed,abode of the Blessed
theSonOfHeaven,the Son of Heaven
theSpiritualPowerOfHeaven,the spiritual power of heaven
ensnarement,ensnarement
magnificence,magnificence
rule,rule
trueLove,true love
andProtectionFromEyeDiseases,and protection from eye diseases
easingChildbirth,easing childbirth
mentalPowers,mental powers
poisoning,poisoning
psychicPowers,psychic powers
eyesight,eyesight
returnToThePrimordialState,return to the primordial state
theUnexpected,the unexpected
20thAnd35ThWeddingAnniversaries,20th and 35th wedding anniversaries
absoluteRule,absolute rule
aForerunnerOfChrist,a forerunner of Christ
asariel,Asariel
couldSoFrightenAViperOrCobraThatItsEyesWouldDropOutOfItsHead,could so frighten a viper or cobra that its eyes would drop out of its head
descendantOfAmaterasu,descendant of Amaterasu
helpedToForetellTheFutureOrConverseWithEvilSpiritsWhenHeldUnderTheTongue,helped to foretell the future or converse with evil spirits when held under the tongue
impartedImmortality,imparted immortality
incarnationOfTheSunGod,incarnation of the sun god
pledgeOfFertility,pledge of fertility
spiritualPowerButOnlyHumanWisdom,spiritual power but only human wisdom
theHolyGrailWasCarvedFromASingleEmerald,the Holy Grail was carved from a single emerald
theMostDangerousInhabitantsOfHell,the most dangerous inhabitants of hell
theOvercomingOfTemptation,the overcoming of temptation
theSeasonalRenewalOfNature,the seasonal renewal of nature
theWaxingMoon,the waxing moon
ailmentOfThePsyche,ailment of the psyche
augurOfAStorm,augur of a storm
concernWithLifeAfterDeath,concern with life after death
disguisedDragon,disguised dragon
franceInGeneral,France in general
manyOfTheSameQualitiesAsAMirror,many of the same qualities as a mirror
parisInParticular,Paris in particular
slipperiness,slipperiness
theGreatUnderworldGod,the great underworld god
deathAndResurrection,death and resurrection
elusiveness,elusiveness
nimbleness,nimbleness
theAnimalInMan,the animal in man
theRisingSun,the rising sun
ajitanatha,Ajitanatha
anElephantWouldNotKillAVirgin,an elephant would not kill a virgin
aPersonWhoHasMadeDistantJourneys,a person who has made distant journeys
aReligiousAnimal,a religious animal
aRoyalTravelerToTheEast,a royal traveler to the East
buddhaSConception,Buddha’s conception
benignity,benignity
deltaPhiBeta,Delta Phi Beta
hannibal,Hannibal
kinglyRank,kingly rank
mercuryGodPersonifyingIntelligence,Mercury (god) personifying Intelligence
ponderousness,ponderousness
priestlyChastity,priestly chastity
puissantDignity,puissant dignity
royalPowerAndWisdom,royal power and wisdom
sigmaKappaUpsilonMu,Sigma Kappa Upsilon Mu
steedOfAkshobya,steed of Akshobya
steedOfGaneshaIndra,"steed of Ganesha, Indra"
steedOfPUHsien,steed of P’u Hsien
theMountOfKingsDeities,"the mount of kings, deities"
thePowerOfTheLibido,the power of the libido
theStrengthOfSacredWisdom,the strength of sacred wisdom
theSupportOfTheWorld,the support of the world
willingnessToBeGuided,willingness to be guided
insensibility,insensibility
ochre,ochre
anEvilPerson,an evil person
aPrimordialManifestation,a primordial manifestation
birdsAndFlightAsAMeansOfLiberationFromTheWorldIntoTheRealmOfTheImmortals,birds and flight as a means of liberation from the world into the realm of the Immortals
chungLiChuan,Chung-li Chuan
discardedIdeas,discarded ideas
eagerQuest,eager quest
evilThoughtOrAction,evil thought or action
frigg,Frigg
hemon,Hemon
hopeForReleaseFromBondage,hope for release from bondage
huntingSkillEspeciallyWhenHooded,hunting skill (especially when hooded)
immortalityEspeciallyWhenSpiralingUpward,immortality (especially when spiraling upward)
kingOfTheBirds,King of the Birds
monthu,Monthu
nobleServitude,noble servitude
odinCouldTravelToEarthAsAFalcon,Odin could travel to earth as a falcon
qualitiesInCloseConnectionToOneAnotherAndAttachedToASingleCenter,"qualities in close connection to one another, and attached to a single center"
seker,Seker
ssBaldric,SS Baldric
theDestructiveForceOfWar,the destructive force of war
theFlightOfTheSoulAfterDeath,the flight of the soul after death
theHeavenlyPrinciple,the heavenly principle
theHunt,the hunt
theLesserSpiritualMoodsOfTheUniversalMind,the lesser spiritual moods of the universal mind
untiringInReachingAnObjective,untiring in reaching an objective
victoryOverLust,victory over lust
guardianSpirit,guardian spirit
latentPossibilities,latent possibilities
predation,predation
divineDispleasure,divine displeasure
maladyOfTheSoul,malady of the soul
naturalOrSpiritualDisorderOrDisharmony,natural or spiritual disorder or disharmony
pathwayToHeaven,pathway to heaven
theRevolutionaryWar,the Revolutionary War
sacredness,sacredness
flame,flame
gammaEta,Gamma Eta
hopeOfResurrection,hope of resurrection
louisOfToulouse,Louis of Toulouse
1stWeddingAnniversaries,1st wedding anniversaries
theFirstHeaven,the First Heaven
matsya,Matsya
spiritualTruth,spiritual truth
theElect,the elect
poeticInspiration,poetic inspiration
wine,wine
wine,Wine
associatedWithTheGreatMother,associated with the Great Mother
christians,Christians
christWesternChurchOnly,Christ (Western church only)
chrysogonus,Chrysogonus
aTrueAndGenerousMind,a true and generous mind
congall,Congall
corentin,Corentin
eatenAtAHolyMealBeforeTheSabbath,eaten at a holy meal before the Sabbath
eatenSacramentallyAtFeastsForTheDead,eaten sacramentally at feasts for the dead
emancipationFromDesiresAndAttachment,emancipation from desires and attachment
eucharisticFoodOfPriestsOfAtargatis,eucharistic food of priests of Atargatis
foodOfTheBlessedInParadise,food of the blessed in Paradise
loveDivinities,love divinities
marineDeities,marine deities
neot,Neot
oannes,Oannes
offeringForTheDead,offering for the dead
phallusOfOsiris,phallus of Osiris
sexualColdness,sexual coldness
theArcaneSubstance,the arcane substance
theEmperorSSubjects,the Emperor’s subjects
theFaithfulSwimmingInTheWatersOfTheTorah,the faithful swimming in the waters of the Torah
theGuanyinAndTAngDynasties,the Guanyin and T’ang dynasties
theSelfHiddenInTheUnconscious,the self hidden in the unconscious
ulrich,Ulrich
virtueForOneSOwnActionsNotBecauseOfHeritage,"virtue for one’s own actions, not because of heritage"
freeFishingRights,free fishing rights
freeFishingRights,free-fishing rights
nodon,Nodon
spiritualNourishment,spiritual nourishment
taciturnity,taciturnity
badHabits,bad habits
aLowerOrderAspiringToBecomeHigher,a lower order aspiring to become higher
baseInstincts,base instincts
fineFood,fine food
hasCleansingPower,has cleansing power
lazinessPersonified,Laziness personified
prolificGeneration,prolific generation
romanticHarmony,romantic harmony
strengthOutOfWeakness,strength out of weakness
theLordOfTheEarth,the Lord of the Earth
theLunarYinPrinciple,"the lunar, yin principle"
theRepulsivenessOfSin,the repulsiveness of sin
tiddalik,Tiddalik
unconsciousKnowledge,unconscious knowledge
worldlyThingsAndThoseWhoIndulgeInThem,worldly things and those who indulge in them
eroticism,eroticism
heqet,Heqet
rainmaker,rainmaker
uncleanliness,uncleanliness
pollux,Pollux
thePentateuch,the Pentateuch
unityWithChrist,unity with Christ
deterrentCapability,deterrent capability
identification,identification
nationalism,nationalism
tension,tension
thoughtOrIdeal,thought or ideal
divineInspiration,divine inspiration
firePersonified,Fire personified
dwellersInTheCenterOfTheWorld,dwellers in the center of the world
flashOfKnowledgeInspirationEnlightenmentIntuition,"flash of knowledge, inspiration, enlightenment, intuition"
kayra,Kayra
knowledgeHeldInSecret,knowledge held in secret
mining,mining
vegetation,vegetation
aSwindler,a swindler
aWildAndIntractableWoman,a wild and intractable woman
bringerOfSomaFromHeaven,bringer of soma from heaven
fascinationWithDeath,fascination with death
fierceNobility,fierce nobility
hadThePowersOfProphecyAndHealing,had the powers of prophecy and healing
helpedRecreateTheWorldAfterTheFlood,helped recreate the world after the Flood
kebhsenuf,Kebhsenuf
kensu,Kensu
oneWhoWillNotRestUntilObjectivesAreAchieved,one who will not rest until objectives are achieved
rehu,Rehu
royalBird,royal bird
sokay,Sokay
steedOfIndra,steed of Indra
theDeathWish,the death wish
theEvilMindOfTheSinner,the evil mind of the sinner
theProvidenceOfGod,the providence of God
warmonger,warmonger
circe,Circe
allegoryOfTheProgressOfTheHumanSoulTowardGod,allegory of the progress of the human soul toward God
funeralOffering,funeral offering
priapusPersonifyingFertility,Priapus personifying fertility
ripeness,ripeness
theMingDynasty,the Ming dynasty
woods,woods
agreement,agreement
cronus,Cronus
sacredToCybele,sacred to Cybele
assiduousness,assiduousness
beerDrinking,beer drinking
bindingToAnOathOrBelief,binding to an oath or belief
givenAtInitiation,given at initiation
hippolyta,Hippolyta
loveAndFertilityGoddesses,love and fertility goddesses
maritalFidelity,marital fidelity
readinessToMeetChallenge,readiness to meet challenge
spiritualPurityInvigoratingTheSoul,spiritual purity invigorating the soul
strictAttachment,strict attachment
subservienceToAuthority,subservience to authority
theCircleOfLife,the circle of life
theTwiceBorn,the twice-born
wheelOfTheCosmicOrder,wheel of the cosmic order
aDevilSHelperInHell,a devil’s helper in hell
blindAnimalLifeForce,blind animal life force
failureToHeedAParentSAdvice,failure to heed a parent’s advice
intellectRebellingAgainstTheSpirit,intellect rebelling against the spirit
manSQuestingIntellectualSpirit,man’s questing intellectual spirit
multifariousEvil,multifarious evil
sordidVices,sordid vices
theDangerOfGoingToExtremes,the danger of going to extremes
theIntellectInTheMerelyTechnicalAndNonSpiritualSense,the intellect in the merely technical and non-spiritual sense
theIntellectTryingToEscapeTheWorld,the intellect trying to escape the world
theProlificNatureOfHeresySinFalseDoctrine,"the prolific nature of heresy, sin, false doctrine"
theWholeCatalogOfVices,the whole catalog of vices
victoryOverAVeryPowerfulEnemy,victory over a very powerful enemy
feminineChastity,feminine chastity
abodeOfTheDevil,abode of the devil
alphaKappaAlpha,Alpha Kappa Alpha
alphaPhi,Alpha Phi
anguishSuffering,anguish suffering
aWoman40To50YearsOld,a woman 40 to 50 years old
evildoing,evildoing
fatherOfEarthlyRulers,father of earthly rulers
providentProvider,provident provider
rascality,rascality
solicitude,solicitude
spiritualReward,spiritual reward
strongDefense,strong defense
subduerOfTheSerpentEvil,"subduer of the serpent, evil"
superhumanPower,superhuman power
theCriticalAspectThatDestroysError,the critical aspect that destroys error
theLowerNatureOfTheSoul,the lower nature of the soul
thePersonificationsOfTouch,the personifications of Touch
turmoil,turmoil
unionWithGod,union with God
vulnerability,vulnerability
witchesAndDemonicPossession,witches and demonic possession
spiritualAbundance,spiritual abundance
theCulminationOfOneStateAndTheBeginningOfTheNext,the culmination of one state and the beginning of the next
feminineFertility,feminine fertility
heavenlyBliss,heavenly bliss
maleBeauty,male beauty
foodOfTheImmortals,food of the immortals
foodOfTheImmortals,food of the Immortals
aSacredColor,a sacred color
civility,civility
aFeminineColor,a feminine color
alphaDeltaNational,Alpha Delta (national)
aLuckyColor,a lucky color
intellectualKeenness,intellectual keenness
interchangeableWithBlue,interchangeable with blue
knowledgeOfAllah,knowledge of Allah
meadows,meadows
naVet,naïveté
osirisAsUnripeCorn,Osiris as unripe corn
regenerationOfTheSpirit,regeneration of the spirit
shiites,Shiites
sodomy,sodomy
spiritualInitiation,spiritual initiation
spiritualIntegrity,spiritual integrity
theEmeraldIsle,the Emerald Isle
theGreenDragon,the Green Dragon
theHighestCulture,the highest culture
tirNonOg,Tir-Non-Og
victoryOverTheFleshTheVicissitudesOfLife,"victory over the flesh, the vicissitudes of life"
waterInPaganRites,water in pagan rites
youngLovers,young lovers
indecision,indecision
naturePersonified,Nature personified
neutrality,neutrality
actionForItsOwnSake,action for its own sake
bearerOfImmortalityOfProphecy,bearer of immortality of prophecy
companionOfIndra,companion of Indra
killer,killer
pursuer,pursuer
pursuitOfTheTransitory,pursuit of the transitory
pursuitOfWorldlyEnds,pursuit of worldly ends
searcherForTruth,searcher for truth
theEgoTryingToControlTheId,the Ego trying to control the Id
theHorseBeingRiddenIndicatesTheQualitiesAndIntentionsOfTheRider,the horse being ridden indicates the qualities and intentions of the rider
adad,Adad
bel,Bel
repetition,repetition
frigidity,frigidity
17thWeddingAnniversaries,17th wedding anniversaries
allPairsOfOpposites,all pairs of opposites
aShapeShiftedShaman,a shape-shifted shaman
beginnings,beginnings
communicationWithHeaven,communication with heaven
familiarOfShamans,familiar of shamans
historyAndProphecy,history and prophecy
masterOfTheAnimals,Master of the Animals
messengerOfForestSpirits,messenger of forest spirits
priestAndMonarch,priest and monarch
theDesireToMasterAllThings,the desire to master all things
thePastAndTheFuture,the past and the future
penitencePersonified,Penitence personified
sacredToHermesMercury,sacred to Hermes/Mercury
thursday,Thursday
aFavoriteSon,a favorite son
aForerunner,a forerunner
aReluctantProphet,a reluctant prophet
erinyesFuries,Erinyes/Furies
misdirectionOfCreativeEnergies,misdirection of creative energies
precursorOfTheResurrectionOfChrist,precursor of the resurrection of Christ
receptionOfInsightThroughDreams,reception of insight through dreams
religiousConversion,religious conversion
risingAboveAdversityThroughInitiative,rising above adversity through initiative
selfRealization,self-realization
theWilderness,the wilderness
bounty,bounty
explorationOfTheUnconscious,exploration of the unconscious
refugeFromTheUnconsciousMediocrityThePassionsChaos,"refuge from the unconscious, mediocrity, the passions, chaos"
theSynthesisOfConsciousnessAndWill,the synthesis of consciousness and will
spiritualCenter,spiritual center
breath,breath
messengerOfGoodTidings,messenger of good tidings
peitho,Peitho
sacredToAmenRa,sacred to Amen-Ra
sacredToBau,sacred to Bau
theGoodHousewife,the good housewife
messengerBetweenHeavenAndEarth,messenger between heaven and earth
snow,snow
aDisorderedConditionInTheSoul,a disordered condition in the soul
ancientWisdomSpirituality,"ancient wisdom, spirituality"
placeOfFreedomConvivialityProtection,"place of freedom, conviviality, protection"
powerWithoutPomp,power without pomp
thePhoenix,the phoenix
aBondswomanUnjustlyOppressed,a bondswoman unjustly oppressed
excellenceInTheArtsAndSciences,excellence in the arts and sciences
forceGatheredOnTheThresholdOfTransition,force gathered on the threshold of transition
harmonyOfExistenceInTheDevaWorld,harmony of existence in the deva world
theChurchInBondage,the church in bondage
theMasculinePrincipleAndTheFemininePrinciple,the masculine principle and the feminine principle
thetaKappaOmega,Theta Kappa Omega
homosexuality,homosexuality
fasting,fasting
fasting,Fasting
aChristianSHasteToObtainDivineGifts,a Christian’s haste to obtain divine gifts
anAuspiciousOmen,an auspicious omen
aSupernaturalCreature,a supernatural creature
blindnessInConjunctionWithCunningOrAristocracy,blindness in conjunction with cunning or aristocracy
bridgeBetweenHeavenAndEarth,bridge between heaven and earth
chandras,Chandras
davidEspeciallyWithALion,David (especially with a lion)
diligentService,diligent service
elementalExistence,elemental existence
generallyAMaleFigureButMayBeAWomanOfLooseMorals,"generally a male figure, but may be a woman of loose morals"
guardianOfWildAnimals,guardian of wild animals
humanStress,human stress
huntingSkill,hunting skill
instrumentOfAHarlot,instrument of a harlot
inventorOfWriting,inventor of writing
longingForLoveOrDeath,longing for love or death
loveOfLearning,love of learning
lunarAndHunterDeities,lunar and hunter deities
moondweller,moondweller
moonDweller,moon-dweller
oneWhoEnjoysAPeacefulRetiredLife,"one who enjoys a peaceful, retired life"
opening,opening
periodicity,periodicity
personificationOfLight,personification of Light
reincarnationOfBuddha,reincarnation of Buddha
religiousMusic,religious music
servantOrCompanionOfWitches,servant or companion of witches
soothingOfStrainedNerves,soothing of strained nerves
ssAlfred,SS Alfred
theChurchPersecuted,the Church persecuted
theImperialFemaleConsort,the imperial female consort
theMysticLadderToHeaven,the mystic ladder to heaven
theRapidCourseOfLife,the rapid course of life
thoseWhoPutTheirHopeInChrist,those who put their hope in Christ
totalSacrifice,total sacrifice
untiringIndustry,untiring industry
uprising,uprising
vagrancy,Vagrancy
worshipInHeaven,worship in heaven
patrick,Patrick
theUnclean,the unclean
aDemon,a demon
goodLuck,good luck
moloch,Moloch
sourceOfFertilityTransmutation,"source of fertility, transmutation"
benefaction,benefaction
phiKappaSigma,Phi Kappa Sigma
richness,richness
theBuddhistTrinityBuddhaHisWordThePriesthood,"the Buddhist trinity (Buddha, his Word, the priesthood)"
theEightBeatitudes,the eight Beatitudes
theKnightsHospitalier,the Knights Hospitalier
freemasons,Freemasons
idolatryPersonified,Idolatry personified
thePowersOfDarkness,the powers of darkness
calculation,calculation
connectedWithTheUnderworld,connected with the underworld
enslavedImagination,enslaved imagination
listeningToTheHigherMindTheVoiceOfADeity,"listening to the higher mind, the voice of a deity"
precision,precision
priesthood,priesthood
theBeginningAndEndOfTheWork,the beginning and end of the work
theCaputCorvi,the caput corvi
theCreationOfOrder,the creation of order
theHigherOrInnerSelf,the higher or inner self
theProcessOfIntegrationOfTheSelf,the process of integration of the self
intuitivePerceptionOfTheTruthInTheSoul,intuitive perception of the truth in the soul
omegaPhiChi,Omega Phi Chi
receptionOfDivineWisdom,reception of divine wisdom
theSpiritualProcessByWhichCertainQualitiesAreHarmonizedAndSpiritualized,the spiritual process by which certain qualities are harmonized and spiritualized
loveOfGod,love of God
reaping,reaping
aPsychicStateOfPervertedDomination,a psychic state of perverted domination
aRobustButNotTooDiscriminateWoman,"a robust, but not too discriminate woman"
aSolarPersonification,a solar personification
disguiseOfLoki,disguise of Loki
extremeAgeWisdom,"extreme age, wisdom"
miasma,miasma
quickThought,quick thought
savagePassionsOfNature,savage passions of nature
sinsRepressedInTheSubconscious,sins repressed in the subconscious
christmas,Christmas
aSpiritualSolarMount,"a spiritual, solar mount"
combinesTheFavorableAspectsOfBothHorseAndLion,combines the favorable aspects of both horse and lion
TheEther,the ether
emotionalIsolation,emotional isolation
spiritualSafety,spiritual safety
theHumanSoulInItsBattleWithPerversion,the human soul in its battle with perversion
theUnionOfHeavenlyAndEarthlyPowers,the union of heavenly and earthly powers
treasureHunt,treasure hunt
hate,hate
impiety,impiety
impiety,Impiety
thePrimaMateria,the prima materia
activityOfTheCorporateWhole,activity of the corporate whole
balanceBetweenSpiritAndLibido,balance between spirit and libido
convictedCriminalsInAncientTimes,convicted criminals in ancient times
cooperationOfTheDiscreteTowardAGivenEnd,cooperation of the discrete toward a given end
holyRomanEmperors,Holy Roman emperors
passionTemperedByEarthlyWisdom,passion tempered by earthly wisdom
protestantsInNorthernIreland,protestants in Northern Ireland
theHouseOfOrange,the House of Orange
worthyAmbition,worthy ambition
dissipation,dissipation
socialHarmony,social harmony
aBirdOfIllOmen,a bird of ill omen
aLowBird,a low bird
aNuisance,a nuisance
homebody,homebody
oldAndOrTiredIdeas,old and/or tired ideas
successDoomedToDestruction,success doomed to destruction
theInternalContradictionsOfPower,the internal contradictions of power
theMaster,the master
theOldYear,the old year
declarationOfLove,declaration of love
theCollectiveUnconscious,the collective unconscious
aspirationBeyondAbility,aspiration beyond ability
aspirationImplyingDiscontentWithTheWorldlyConditionsOneIsBoundTo,aspiration implying discontent with the worldly conditions one is bound to
attainmentOfAnIdealThroughCourageStruggleAndCarefulChoice,"attainment of an ideal through courage, struggle, and careful choice"
presageOfAStorm,presage of a storm
satire,satire
sunHeroes,sun heroes
theJealousyOfAChildlessWoman,the jealousy of a childless woman
thePersonificationOfTheFullyRealizedPerfectedSelf,"the personification of the fully realized, perfected self"
theVillainousSelf,the villainous self
rejoicing,rejoicing
birthAndRebirth,birth and rebirth
consideredAnAphrodisiac,considered an aphrodisiac
cosmicLife,cosmic life
feminineCreativePower,feminine creative power
imbecility,imbecility
mentalOrSpiritualDisharmonyOrDisorder,mental or spiritual disharmony or disorder
painters,painters
theLowestFormOfAnimalLife,the lowest form of animal life
thePowerOfWaters,the power of waters
theThreeLevelsOfThePsyche,the three levels of the psyche
ahti,Ahti
aiApaecEspeciallyWithCatWhiskersAndTeethAndOrLizardDog,"Ai apaec (especially with cat whiskers and teeth, and/or lizard, dog)"
anAchachila,an achachila
blindViolence,blind violence
esotericAndOccultWisdom,esoteric and occult wisdom
aDarkHairedWoman,a dark-haired woman
anOlderMarriedWoman,an older married woman
inhibitionsOvercome,inhibitions overcome
inHotterCountriesMayPartakeOfOtherSymbolismOfTheApple,in hotter countries may partake of other symbolism of the apple
marriagePersonified,Marriage personified
mayBeUsedForTheFruitOfTheTreeOfGoodAndEvil,may be used for the fruit  of the Tree of Good and Evil
personalTransformation,personal transformation
scornfulBeauty,scornful beauty
spiritualAuthorityWisdom,"spiritual authority, wisdom"
thievery,thievery
harbingerOfSpring,harbinger of spring
harbingerOfSpring,harbinger of Spring
aTrueFactOrIdea,a true fact or idea
peopleComingAndGoing,people coming and going
anEvilWoman,an evil woman
infanticide,infanticide
fellowship,fellowship
goodWill,good will
acuteWit,acute wit
aHelpfulSpirit,a helpful spirit
anObjectOfRidicule,an object of ridicule
christSPeaceHealingFaithAndBeauty,"Christ’s peace, healing, faith, and beauty"
courageousLoveAndFaith,courageous love and faith
gethsemaneEspeciallyAGnarledOliveTree,Gethsemane (especially a gnarled olive tree)
preChristianReligion,pre-Christian religion
sometimesApollo,sometimes Apollo
theFaithOfTheJust,the faith of the just
theFruitOfTheChurch,the fruit of the Church
theParadiseOfTheChosen,the Paradise of the chosen
deadlyBeauty,deadly beauty
safeTravel,safe travel
promise,promise
transfiguration,transfiguration
theHunter,the hunter
anEducatedPerson,an educated person
congealedBlood,congealed blood
contagiousHumorAndCommonSenseOvercomingAllObstacles,contagious humor and common sense overcoming all obstacles
royalAndSacerdotalPower,royal and sacerdotal power
royalMajesty,royal majesty
sacerdotalPower,sacerdotal power
sometimesUsedInPlaceOfViolet,sometimes used in place of violet
temperanceInPlenty,temperance in plenty
theAntiHeroOvercomingLearningDomesticityDeathAndTheDevil,"the anti-hero overcoming learning, domesticity, death, and the devil"
underworldDivinities,underworld divinities
wounded,wounded
aBishop,a bishop
advent,Advent
aWoman20To30YearsOld,a woman 20 to 30 years old
blackMagicHasInfernalImplications,black magic has infernal implications
destroyerOfVerminAndInsects,destroyer of vermin and insects
dissimulationPersonified,Dissimulation personified
feminineSweetnessAndBeauty,feminine sweetness and beauty
generallyAnEvilOmen,generally an evil omen
innerAndUnobservedProcessesWithinTheSoulByWhichTheLowerQualitiesAreRaisedToAHigherLevelEspeciallyInWhiteMagic,inner and unobserved processes within the soul by which the lower qualities are raised to a higher level (especially in white magic)
newStart,new start
omenOfAnImpendingVisitor,omen of an impending visitor
respectability,respectability
sensuousness,sensuousness
stOda,St. Oda
tattling,tattling
theImperialRuleOfTheManchuDynasty,the imperial rule of the Manchu dynasty
theLoftySoul,the lofty soul
chattering,chattering
loveOfNature,love of nature
lent,Lent
talaGoddess,Tala (goddess)
anyPropitiousTime,any propitious time
aSoulInPurgatory,a soul in purgatory
bringerOfHealthFreshnessWealth,"bringer of health, freshness, wealth"
boredom,boredom
emancipation,emancipation
gertrudeOfNivelles,Gertrude of Nivelles
lawGiver,law-giver
pristineHappiness,pristine happiness
releaseOfTreasuresLockedInDarknessOrMyth,release of treasures locked in darkness or myth
renewalOfLove,renewal of love
senselessAgitation,senseless agitation
ssFina,SS Fina
steedOfGanesha,steed of Ganesha
theContainingPrinciple,the containing principle
theLifePrincipleButMayBeIndifferentToIndividualHumanSuffering,"the life principle, but may be indifferent to individual human suffering"
trustInOneself,trust in oneself
turbulence,turbulence
unconditionalLove,unconditional love
untidiness,untidiness
earthMother,earth mother
earthMother,Earth Mother
materialLife,material life
selfEsteem,self-esteem
aCleanAnimalToKillOneIsSinful,"a clean animal, to kill one is sinful"
balancedFeminineEnergy,balanced feminine energy
christSDescentIntoHell,Christ’s descent into hell
divineStorm,divine storm
enchanter,enchanter
enduranceOftenWithAHorseshoeInItsMouth,endurance (often with a horseshoe in its mouth)
freeSpirit,free spirit
initiatingSpiritThanKillsAndRestoresToLife,initiating spirit than kills and restores to life
manDesertedByGod,man deserted by God
oneWhoCanSuppressButNotDestroyEvil,one who can suppress but not destroy evil
oneWhoLivesLifeToTheFullest,one who lives life to the fullest
oneWhoTrustsInGod,one who trusts in God
pursuerOfTheIdealWhoMakesNoRealSacrificesToAttainIt,pursuer of the ideal who makes no real sacrifices to attain it
sinfulMan,sinful man
stCuthbert,St. Cuthbert
theContinuanceOfBirthAndRebirth,the continuance of birth and rebirth
theInexhaustiblePowerOfPlantLife,the inexhaustible power of plant life
theUniversalLifeForce,the universal life force
transitoryFertility,transitory fertility
lackOfUnderstanding,lack of understanding
returnToChaos,return to chaos
anUnchangingPsychicSituation,an unchanging psychic situation
aSpirituallyDevelopedOrChivalrousPerson,a spiritually developed or chivalrous person
attachmentToAPreviousPositionOrBelief,attachment to a previous position or belief
bindingTheGoodAndAnObstacleToEvil,binding the good and an obstacle to evil
EspeciallyOnHorsebackTheSoulGuidingTheBody,(especially on horseback) the soul guiding the body
intellectualAndDevotionalButLackingThePowerOfTheSpirit,"intellectual and devotional, but lacking the power of the spirit"
nobleManhood,noble manhood
obstruction,obstruction
restraining,restraining
spiritualStruggleQuest,"spiritual struggle, quest"
theInescapable,the inescapable
theJourneyThroughLife,the journey through life
theMilitary,the military
theSpiritControllingTheInstinctsAndDesires,the spirit controlling the instincts and desires
interdependence,interdependence
interminglingStreams,intermingling streams
intimateRelationship,intimate relationship
theInitiate,the initiate
aPersonificationOfSloth,a personification of Sloth
akaanga,Akaanga
deprivedOfAllPsychologicalSupport,deprived of all psychological support
enil,Enil
ensnarementByTheDevil,ensnarement by the devil
fertilityAndLove,fertility and love
netOfHeaven,net of heaven
ninkhursaq,Ninkhursaq
precursorOfCreation,precursor of creation
preNatalDarknessPrecedingRebirthInitiationIllumination,"pre-natal darkness preceding rebirth, initiation, illumination"
ran,Ran
stAndrewUsuallyHasAFishInIt,St. Andrew (usually has a fish in it)
supremeDeities,supreme deities
theDisappearanceOfAllKnowledgeThatMayBeDefined,the disappearance of all knowledge that may be defined
theDisciples,the disciples
theLustfulFemale,the lustful female
theNegativeAspectOfFemininePower,the negative aspect of feminine power
theUnbreakableBondOfTheChurch,the unbreakable bond of the Church
theWipingCleanOfTheIntellect,the wiping clean of the intellect
theWordOfDeities,the Word of deities
vaerua,Vaerua
dormancy,dormancy
9thAnimalOfTheTwelveTerrestrialBranches,9th animal of the Twelve Terrestrial Branches
abhinandananatha,Abhinandananatha
aGraspingPerson,a grasping person
anEquableNature,an equable nature
bringerOfSuccessHealthProtection,"bringer of success, health, protection"
